icao,iata,nombre,ciudad,pais,tipo,lat,lon
SIQD,,Fazenda Estância Regina Airport,Terenos,BR,small_airport,-20.644541,-54.791619
SIQE,,Botelho Airport,Brasília,BR,small_airport,-15.937469,-47.726636
SIQG,,Fazenda Morro Alto Airport,Nova Canaã do Norte,BR,small_airport,-10.504746,-55.709881
SIQI,,Aerolis Airport,Mostardas,BR,small_airport,-30.536381,-50.467404
SIQJ,,Morro do Chapéu II Airport,Chapada Dos Guimarães,BR,small_airport,-14.9583,-55.800701
SIQK,,Nova Odessa Airport,Nova Odessa,BR,small_airport,-22.781533,-47.334557
SIQS,,Fazenda Terra do Sol Airport,Porto Estrela,BR,small_airport,-15.375074,-57.131084
SIQU,,Alcoolvare Airport,Aparecida Do Taboado,BR,small_airport,-20.08639,-51.309468
SIQV,,Fazenda Matão Airport,Sapezal,BR,small_airport,-12.891057,-58.57503
SIQY,,Fazenda Amizade Airport,Sorriso,BR,small_airport,-12.628056,-55.945
SIQZ,,Fazenda Carolina Airport,Buritis,BR,small_airport,-15.594296,-46.603227
SIR3,,Fazenda Cacimbas Airport,Pastos Bons,BR,small_airport,-6.791998,-44.386705
SIR4,,Fazenda Argemira Airport,Itiquira,BR,small_airport,-17.443453,-54.887986
SIR7,,Ricardo Dias Alves Airstrip,Corumbá,BR,small_airport,-19.978083,-57.223828
SIR8,,Fazenda Cafelândia Airport,Eunápolis,BR,small_airport,-16.392782,-39.553869
SIR9,,Fazenda Itaporanga Airstrip,Rio Maria,BR,small_airport,-7.100204,-49.520193
SIRB,,Fazenda Mimoso Airport,Rio Brilhante,BR,small_airport,-21.771111,-54.381668
SIRC,,Fazenda Jarinã Airport,Peixoto De Azevedo,BR,small_airport,-10.325341,-53.58592
SIRF,,José Múcio Monteiro Airport,Rio Formoso,BR,small_airport,-8.631111,-35.271667
SIRH,,Fazenda Morada da Lua Airport,Coxim,BR,small_airport,-18.263323,-54.311836
SIRI,MUU,Barra Grande Airport,Maraú,BR,small_airport,-13.906082,-38.940804
SIRN,,Fazenda Jaó Airport,Nova Xavantina,BR,small_airport,-14.769135,-51.985738
SIRS,,Fazenda São Sebastião Airport,Campo Florido,BR,small_airport,-19.636525,-48.789251
SIRU,,Fazenda Bahia Airport,Pedra Preta,BR,small_airport,-16.927115,-54.070919
SIRV,,Fazenda Morro Branco Airport,Porto Esperidião,BR,small_airport,-16.118055,-58.765835
SIRW,,Fazenda Serra Vermelha Airport,Sambaíba,BR,small_airport,-6.874737,-45.306809
SIS3,,Portal dos Vales Airstrip,Palmeiras,BR,small_airport,-12.651231,-41.5776
SIS6,,Fazenda Buena Vista Airport,Balsas,BR,small_airport,-9.303465,-46.805736
SIS7,,Fazenda Nossa Senhora Aparecida Airport,União do Sul,BR,small_airport,-11.324712,-53.979022
SIS8,,Fazenda Belo Horizonte Airport,Amajari,BR,small_airport,3.576939,-61.405331
SIS9,,Fazenda Boa Vista Airport,São João Batista do Glória,BR,small_airport,-20.641003,-46.338861
SISD,,Fazenda São Sebastião Airport,Aparecida Do Rio Doce,BR,small_airport,-18.14522,-51.273805
SISJ,,Fazenda São José do Piquiri Airport,Corumbá,BR,small_airport,-17.455984,-55.56373
SISK,,Fazenda Cimal Airstrip,Aporé,BR,small_airport,-18.8645,-52.0474
SISL,,Fazenda Santa Lúcia Airport,Barão De Melgaço,BR,small_airport,-16.894737,-55.90672
SISN,,Fazenda Valiosa Airport,Brasilândia de Minas,BR,small_airport,-17.072613,-45.874819
SISO,,Fazenda Santo Ambrósio Airport,Chaves,BR,small_airport,-0.091667,-49.580555
SISV,,Fazenda Promissão Airport,Diamantino,BR,small_airport,-13.897372,-57.104208
SISW,,Fazenda Mato Grosso Airport,Campos de Júlio,BR,small_airport,-13.824526,-59.163458
SISX,,Santa Terezinha Airport,Aquidauana,BR,small_airport,-19.379788,-56.057986
SISY,,Piraquara Airport,Piraquara,BR,small_airport,-25.450986,-49.1422
SIT2,,Fazenda ADS 7 Airport,Santa Terezinha,BR,small_airport,-10.045839,-50.612975
SIT3,,Fazenda Andressa Airstrip,Ribas do Rio Pardo,BR,small_airport,-19.907665,-53.69958
SIT4,,Fazenda Cocal Airport,Santa Maria das Barreiras,BR,small_airport,-8.950106,-49.976961
SIT6,,Fazenda São Sebastião Airport,Nova Maringá,BR,small_airport,-12.33506,-57.026775
SIT8,,Fazenda Santa Vitória Airport,Balsas,BR,small_airport,-8.959797,-46.814131
SITB,,Fazenda Touro Branco Airport,Naviraí,BR,small_airport,-23.01328,-53.790618
SITJ,,Fazenda São Gabriel Airport,Balsas,BR,small_airport,-7.4904,-46.144934
SITL,,Fazenda Flores Airport,Tamboril,BR,small_airport,-5.049167,-40.234167
SITR,,Fazenda Córrego Limpo Airport,Terenos,BR,small_airport,-20.140971,-55.074709
SITS,,Estância Indiana Airport,Lucas do Rio Verde,BR,small_airport,-13.130369,-55.981722
SITU,,Fazenda Santa Genoveva Airport,Turvelândia,BR,small_airport,-17.944125,-50.339237
SITX,,Fazenda Chapéu de Pano Airport,Aquidauana,BR,small_airport,-19.774445,-55.521667
SIU4,,Fazenda Nossa Senhora da Salete Airstrip,Luís Eduardo Magalhães,BR,small_airport,-12.496661,-46.062714
SIU6,,Fazenda Liberdade Airport,Cassilândia,BR,small_airport,-19.177153,-51.833731
SIU7,,Fazenda Gabriela Airport,Querência,BR,small_airport,-12.2118,-52.84745
SIU9,,Fazenda Porta do Céu Airport,Nova Mutum,BR,small_airport,-13.295133,-56.415117
SIUF,,Fazenda São Francisco Airport,Peixoto De Azevedo,BR,small_airport,-10.156944,-53.701668
SIUG,,Fazenda Santa Irene Airport,Sandovalina,BR,small_airport,-22.496183,-51.905572
SIUM,,Fazenda Planeste Airport,Balsas,BR,small_airport,-8.556111,-46.849998
SIUO,,Fazenda Santa Adélia Airport,São José do Xingu,BR,small_airport,-10.720669,-52.27856
SIUQ,,Fazenda Primavera Airport,Campo Grande,BR,small_airport,-20.975095,-54.329528
SIUR,,Fazenda Ribeirão Airport,Camapuã,BR,small_airport,-19.610011,-53.496045
SIUS,,Fazenda Dona Rosa S. Rezek Airport,Jateí,BR,small_airport,-22.711748,-54.045042
SIUU,,Fazenda Santa Eulalia Airport,Poconé,BR,small_airport,-16.518436,-57.041305
SIUW,,Candote Airport,Três Lagoas,BR,small_airport,-20.839112,-52.301478
SIV3,,Fazenda Eldorado Airport,Iaciara,BR,small_airport,-13.962158,-46.804631
SIV4,,Astolfi Agropecuária Airport,Riachão das Neves,BR,small_airport,-11.641339,-45.801692
SIV7,,Fazenda Boa Vista Airport,Paranatinga,BR,small_airport,-12.846298,-54.225275
SIV8,,Fazenda Santa Amélia Airport,Santa Rita do Pardo,BR,small_airport,-21.323333,-52.606389
SIV9,,Fazenda Albatroz Airstrip,Doverlândia,BR,small_airport,-16.717362,-52.765535
SIVC,,Fazenda Iporanga Airport,Mutunópolis,BR,small_airport,-13.760061,-49.477873
SIVD,,Fazenda dos Três Rios Airport,Unaí,BR,small_airport,-16.944212,-46.272526
SIVE,,Clube de Vôo Fazenda Royal Airport,Itapetininga,BR,small_airport,-23.503805,-48.000453
SIVG,,Clube Aerodesportivo Selva Airport,Sinop,BR,small_airport,-11.876013,-55.444443
SIVJ,,Cirrus Sociedade Aerodesportiva Airport,Jaboticatubas,BR,small_airport,-19.451074,-43.899779
SIVN,,Fazenda Sansara Airport,Montes Claros,BR,small_airport,-16.602173,-43.771033
SIVO,,Fazenda Malu Airport,Bom Jesus Do Araguaia,BR,small_airport,-12.448056,-51.774166
SIVP,,Bela Manhã Airport,Nova Crixás,BR,small_airport,-14.441618,-50.535837
SIVQ,,Fazenda Annalu Airport,Deodápolis,BR,small_airport,-22.082222,-54.201111
SIVR,,Fazenda MP Airport,Itaituba,BR,small_airport,-7.629534,-56.746169
SIVU,,João Moteiro Airport,Vila Velha,BR,small_airport,-20.422911,-40.332484
SIVV,,Fazenda Bororeo Airport,Barão De Melgaço,BR,small_airport,-16.931465,-56.228961
SIVW,,Banaer de Jacupiranga Airport,Jacupiranga,BR,small_airport,-24.709625,-48.022828
SIVZ,,Mata-Fome Airport,Itaqui,BR,small_airport,-29.187105,-56.543949
SIW3,,Zeus Mineração LTDA Airport,Cavalcante,BR,small_airport,-13.455195,-47.794868
SIW4,,Fazenda San Jorge Airport,Costa Rica,BR,small_airport,-18.720293,-53.179518
SIW6,,Fazenda Nova Esperança Airport,Canarana,BR,small_airport,-13.649617,-52.503892
SIW7,,Estância Xingú Airstrip,Querência,BR,small_airport,-11.894817,-52.244344
SIWA,,Fazenda Estrela do Aripuanã Airport,Aripuanã,BR,small_airport,-10.74854,-59.373776
SIWB,,Fazenda Sperafico Airport,Amambaí,BR,small_airport,-23.190468,-55.289855
SIWE,,Nelson Pizzani Airport,Monte Carlo,BR,small_airport,-27.2127,-50.956501
SIWI,,Fazenda Guapirama Airport,Diamantino,BR,small_airport,-13.927482,-57.242759
SIWJ,,Campo Verde Airport,Campo Verde,BR,small_airport,-15.528713,-55.141441
SIWK,,Fazenda Mãe Margarida Airport,Santa Rita Do Trivelato,BR,small_airport,-14.050007,-55.38485
SIWM,,Fazenda Bandeirantes Airport,Goiatuba,BR,small_airport,-17.988193,-49.538319
SIWN,,Fazenda Vargem das Flores Airport,Joviânia,BR,small_airport,-17.849879,-49.582296
SIWQ,,Fazenda Mateira Airport,Santa Rita Do Pardo,BR,small_airport,-20.96167,-53.070509
SIWR,,Fazenda Amazonas Airport,Nova Crixás,BR,small_airport,-13.799722,-50.488808
SIWV,,Fazenda Boa Vista Airport,Itaituba,BR,small_airport,-7.856935,-56.716441
SIWY,,Fazenda Campo Augusta Airport,Corumbá,BR,small_airport,-17.512801,-55.773161
SIWZ,,Fazenda Fazendinha Airport,Aquidauana,BR,small_airport,-19.481135,-56.484526
SIX6,,Fazenda Querencia Airport,Santana do Araguaia,BR,small_airport,-9.305139,-50.904781
SIX7,,Professor Ferreirinha Airstrip,Cantá,BR,small_airport,2.720292,-60.667981
SIX8,,Fazenda Carolina Airport,Alta Floresta,BR,small_airport,-10.38571,-56.579382
SIXA,,Fazenda União Suzanópolis Airport,Suzanópolis,BR,small_airport,-20.529893,-51.096039
SIXD,,Fazenda da Paz Airport,Santana Do Livramento,BR,small_airport,-30.844725,-55.566051
SIXE,,Aeroclube de Eldorado do Sul Airport,Eldorado Do Sul,BR,small_airport,-30.050278,-51.443611
SIXF,,Fazenda Soledade Airport,Campo Alegre De Goiás,BR,small_airport,-17.383446,-47.536232
SIXG,,Fazenda Pouso Alegre Airport,Catalão,BR,small_airport,-18.03226,-47.463856
SIXK,,Nossa Senhora do Carmo Airport,Itaquiraí,BR,small_airport,-23.167497,-54.202307
SIXO,,Fazenda Nossa Senhora de Fátima Airport,Comodoro,BR,small_airport,-13.983586,-59.656623
SIXP,,Fazenda Paiaguás Airport,Diamantino,BR,small_airport,-14.0723,-57.450699
SIXQ,,Fazenda São João Airport,Paranhos,BR,small_airport,-23.843515,-55.436156
SIXV,,Fazenda Rancho do Planalto Airport,Alcinópolis,BR,small_airport,-18.145292,-53.363466
SIY2,,Fazenda Campanholi Airport,São Desidério,BR,small_airport,-13.136646,-45.997353
SIY7,,Fazenda Gerais 1B Airport,Formosa do Rio Preto,BR,small_airport,-10.557178,-45.854519
SIY8,,Fazenda União Airport,São Valério,BR,small_airport,-11.540317,-48.402683
SIY9,,Pista Sagarana,Anapu,BR,small_airport,-3.280072,-51.301631
SIYE,,Fazenda Campo Hélio Airport,Aquidauana,BR,small_airport,-19.09639,-55.569721
SIYH,,Fazenda Cruzeiro Airport,Rio Verde Do Mato Grosso,BR,small_airport,-18.981943,-55.291829
SIYI,,Fazenda Planalto Airport,Montividiu,BR,small_airport,-17.261915,-51.146516
SIYK,,Fazenda Sorriso Metálico Airport,Urutai,BR,small_airport,-17.456666946411133,-48.21527862548828
SIYN,,Eletro Primavera LTDA Airport,Pimenta Bueno,BR,small_airport,-11.902683,-61.22775
SIYO,,Fazenda Goiás Barreiro Airport,Montividiu,BR,small_airport,-17.255556106567383,-51.30638885498047
SIYY,,Ilha do Caracará Airport,Poconé,BR,small_airport,-17.456944,-56.841111
SIZ4,,São Matheus Airport,Iracema,BR,small_airport,2.089656,-61.824728
SIZ6,,Fazenda Tarumã Airstrip,Palmas,BR,small_airport,-10.229688,-47.879113
SIZ7,,Usina Cedro Airstrip,Paranaíba,BR,small_airport,-19.406111,-51.25
SIZ8,,Fazenda Maravilha do Araguaia Airport,Aruanã,BR,small_airport,-15.143889,-50.893889
SIZ9,,Morandini Airport,Santa Rita do Trivelato,BR,small_airport,-13.947143,-55.244686
SIZC,,Fazenda Fenix Airport,Carangola,BR,small_airport,-20.779444,-41.995556
SIZF,,Nossa Senhora das Graças Airport,Altônia,BR,small_airport,-23.9950008392334,-53.956111907958984
SIZG,,Fazenda Encontro das Águas Airport,São Manuel,BR,small_airport,-22.607901,-48.387901
SIZH,,Fazenda Vista Alegre Airport,Aparecida Do Taboado,BR,small_airport,-19.99305534362793,-51.51416778564453
SIZI,,Fazenda Vitória Airport,Itarumã,BR,small_airport,-18.755003,-51.477224
SIZK,,Fazenda Vera Cruz Airport,Barra do Garças,BR,small_airport,-14.87378,-52.110643
SIZL,,Fazenda Lagoa,São Pedro do Turvo,BR,small_airport,-22.747696,-49.844977
SIZO,,Calcário Vale do Araguaia Airport,Cocalinho,BR,small_airport,-14.1903,-51.643902
SIZQ,,Fazenda Real Airport,Botucatu,BR,small_airport,-23.036667,-48.441111
SIZS,,Agropecuária Equus Airport,Gaúcha,BR,small_airport,-13.536658,-53.440619
SIZU,,Agrochapada Airport,Paranatinga,BR,small_airport,-13.434653,-54.276536
SIZX,JUA,Inácio Luís do Nascimento Airport,Juara,BR,small_airport,-11.2966,-57.5495
SJ09,,Senhor do Bonfim Airport,Senhor do Bonfim,BR,small_airport,-10.51862,-40.084642
SJ22,,Fazenda Figueira Branca Airport,Marcelândia,BR,small_airport,-10.763943,-54.485039
SJ23,,Fazenda Nova Aliança Airstrip,Encruzilhada,BR,small_airport,-15.648889,-40.835833
SJ27,,Carolina Airstrip,Itaituba,BR,small_airport,-5.403056,-57.168056
SJ28,,Fazenda Santa Helena Airport,Jussara,BR,small_airport,-15.788568,-51.006827
SJ29,,Fazenda Ricardo Franco Airport,Santo Antônio do Leverger,BR,small_airport,-16.294952,-55.665592
SJ2A,,Estancia Zeviani Airport,Dourados,BR,small_airport,-22.286278,-54.62038
SJ2B,,Davi Luis Airstrip,São Nicolau,BR,small_airport,-28.191944,-55.271667
SJ2C,,Tarcísio Rosado Airport,Tibau,BR,small_airport,-4.863218,-37.251184
SJ2E,,Fazenda Monte Azul,Juara,BR,small_airport,-10.919444,-57.921667
SJ2F,,Fazenda Moeda Airport,Caracol,BR,small_airport,-21.983333,-57.080833
SJ2G,,Mineração Rosa de Maio Airport,Maués,BR,small_airport,-5.699685,-58.028317
SJ2H,,Cambaí Airstrip,São Nicolau,BR,small_airport,-28.310556,-55.120278
SJ2I,,Fazenda Conquista Airstrip,Rio Sono,BR,small_airport,-9.730556,-47.525278
SJ2J,,Poleiro Retiro Airport,Corumbá,BR,small_airport,-17.45293,-56.247309
SJ2M,,Fazenda Quatro Irmãos Airstrip,Novo Progresso,BR,small_airport,-7.590863,-55.694675
SJ2N,,Condomínio Aeronáutico JW Airport,Santa Rita,BR,small_airport,-7.236667,-34.968611
SJ2O,,Fazenda Barreira da Cruz Airport,Pium,BR,small_airport,-10.517746,-49.901515
SJ2P,,Merlin Agro Airport,Mateiros,BR,small_airport,-10.224167,-46.111944
SJ2R,,Fazenda Brejinho Airport,Buíque,BR,small_airport,-8.61326,-37.259672
SJ2S,,Fazenda São Pedro Airport,Santa Rita do Trivelato,BR,small_airport,-13.868611,-55.081111
SJ2T,,Fazenda Indiana Airport,Bodoquena,BR,small_airport,-20.398145,-56.643523
SJ2U,,Fazenda Landi Airport,Barão de Melgaço,BR,small_airport,-16.978746,-55.660052
SJ2V,,Fazenda Nova Premier Airport,Montividiu do Norte,BR,small_airport,-13.040915,-48.784391
SJ2W,,Fazenda Tucumã Airstrip,Alto Alegre,BR,small_airport,3.133324,-61.041673
SJ2X,,Fazenda Lapacho Airstrip,Sete Quedas,BR,small_airport,-23.878611,-55.036944
SJ32,,Fazenda Santa Marta Airstrip,São Gabriel,BR,small_airport,-30.502993,-54.279663
SJ33,,Fazenda Pica Pau Airstrip,Lábrea,BR,small_airport,-9.421111,-65.556111
SJ34,,Fazenda Alta Vista Airport,Vila Bela da Santíssima Trindade,BR,small_airport,-14.962778,-59.709167
SJ36,,Mekdessi Airport,Ribeirão Cascalheira,BR,small_airport,-12.622778,-51.765833
SJ37,,Fazenda Colina Verde Airstrip,Colinas,BR,small_airport,-6.255833,-44.160278
SJ39,,Aero Jerusalém Airport,Água Boa,BR,small_airport,-14.114444,-52.191667
SJ3A,,Fazenda Piuva IX Airport,Dois Irmãos do Buriti,BR,small_airport,-20.585964,-55.230008
SJ3B,,Fazenda Alto do Cruzeiro Airport,Chã Grande,BR,small_airport,-8.211215,-35.478104
SJ3C,,Fazenda Piracicaba  Airstrip,Iguatemi,BR,small_airport,-23.545278,-54.360833
SJ3D,,Fazenda Sinimbu Airport,Jaborandi,BR,small_airport,-13.86631,-45.165353
SJ3E,,Bela União Agropecuária Airstrip,São Gabriel,BR,small_airport,-30.155468,-54.503399
SJ3F,,Aldeia Kumenê Airport,Oiapoque,BR,small_airport,3.48963,-51.484652
SJ3G,,Fazenda Corpus Christi Airport,Naviraí,BR,small_airport,-22.890231,-54.311868
SJ3J,,Fazenda Bacaba - Grupo IJP Airport,Santana do Araguaia,BR,small_airport,-9.320278,-50.239444
SJ3K,,Fazenda Pansera Airport,Campos Lindos,BR,small_airport,-8.016389,-46.637222
SJ3L,,Fazenda Santa Lucia Airport,São Desidério,BR,small_airport,-13.190361,-46.077921
SJ3M,,Condomínio Aeronáutico Monte Cristo Airport,Boa Vista,BR,small_airport,2.937261,-60.722429
SJ3N,,Fazenda Inhu-Guassu Airport,Paranhos,BR,small_airport,-23.519286,-55.494207
SJ3O,,Morro Vermelho Airstrip,Coxim,BR,small_airport,-18.687867,-64.468139
SJ3P,,Fazenda Boa Esperança de Porteiras Airport,Montividiu,BR,small_airport,-17.41774,-50.987398
SJ3Q,,Fazenda Retiro das Emas Airstrip,Montes Claros de Goiás,BR,small_airport,-15.655556,-51.753333
SJ3S,,Fazenda Sabran Airport,Cumaru do Norte,BR,small_airport,-9.283696,-51.360567
SJ3T,,Fazenda Cavalca Airport,Amambai,BR,small_airport,-22.97435,-54.613843
SJ3U,,Fazenda Central Airport,Moju,BR,small_airport,-3.001389,-49.398889
SJ3V,,Fazenda Manga Airport,João Pinheiro,BR,small_airport,-17.300278,-46.439444
SJ3X,,Fazenda São Bento Airstrip.,Formosa do Rio Preto,BR,small_airport,-10.801667,-45.743056
SJ3Y,,Fazenda Perobas Airport,Tanabi,BR,small_airport,-20.662231,-49.639024
SJ3Z,,Fazenda Santo Expedito Airport,Jaborandi,BR,small_airport,-14.261612,-45.982452
SJ42,,Fazenda Agromaster II Airport,Cláudia,BR,small_airport,-11.627778,-55.091111
SJ43,,Genesisagro - Grajaú Airport,Grajaú,BR,small_airport,-5.90966,-46.288489
SJ44,,Fazenda Chapadão do Apuí Airstrip,Apuí,BR,small_airport,-6.831944,-59.306667
SJ46,,Fazenda ETF Agro Airport,Jussara,BR,small_airport,-15.073409,-51.494437
SJ48,,Fazenda São Vicente Airport,Jaciara,BR,small_airport,-15.915035,-55.304195
SJ49,,Fazenda São Vicente Airstrip,Itarumã,BR,small_airport,-18.776389,-51.534167
SJ4A,,Fazenda Maria Helena Airport,São João dos Patos,BR,small_airport,-6.361111,-43.688333
SJ4B,,Morada do Sol Airstrip,Boa Vista,BR,small_airport,2.681111,-60.890556
SJ4C,,Fazenda São João Airstrip,Nioaque,BR,small_airport,-20.842222,-55.966667
SJ4D,,Fazenda Tiúba Airstrip,Parnarama,BR,small_airport,-5.848973,-43.520441
SJ4E,,Barras Airport,Barras,BR,small_airport,-4.204621,-42.251454
SJ4F,,Fazenda São José dos Jesuítas Airport,Brasilândia,BR,small_airport,-21.481389,-52.176389
SJ4H,,Fazenda Água Azul Airport,Nova Mamoré,BR,small_airport,-10.236111,-64.743611
SJ4I,,Fazenda Lagoa Fechada Airport,Inajá,BR,small_airport,-8.906813,-37.928287
SJ4J,,Aero Helinorte Airport,São João do Araguaia,BR,small_airport,-5.447313,-48.918968
SJ4L,,Governo Divaldo Suruagy Airport,Marechal Deodoro,BR,small_airport,-9.694444,-35.831667
SJ4M,,Fazenda São Jorge,Tupanciretã,BR,small_airport,-28.872859,-53.914382
SJ4N,,Aldeia Ananapiare Airport,Almeirim,BR,small_airport,0.62,-54.427222
SJ4P,,Fazenda Agroprudente Airport,Tabaporã,BR,small_airport,-10.901857,-56.613084
SJ4R,,Fazenda Santa Catarina Airport,Aquidauana,BR,small_airport,-20.309371,-56.166923
SJ4S,,Fazenda Candoara Airstrip,Candói,BR,small_airport,-25.678056,-52.258889
SJ4T,,Anabela Airport,Jussara,BR,small_airport,-15.688056,-51.486944
SJ4U,,Fazenda Juara Airstrip,Juara,BR,small_airport,-11.800278,-57.593889
SJ4W,,Mato Verde Municipal Airport,Mato Verde,BR,small_airport,-15.347287,-42.883896
SJ4X,,Fazenda Caiçara Airstrip,Três Marias,BR,small_airport,-18.468611,-45.291944
SJ4Z,,Paes Landim - Vale do Fidalgo Airport,Paes Landim,BR,small_airport,-7.737562,-42.303877
SJ62,,Fazenda Nossa Senhora de Lourdes Airport,Diamante do Norte,BR,small_airport,-22.646685,-52.947378
SJ63,,Fazenda Mongaguá Airstrip,Cumaru do Norte,BR,small_airport,-9.475,-51.226944
SJ64,,Fazenda JK do Formoso,Buritizeiro,BR,small_airport,-17.848333,-45.405556
SJ66,,Fazenda Carolina - Grupo FRT Airport,Balsas,BR,small_airport,-8.774545,-46.324752
SJ68,,Fazenda Tamakavi Airport,Alto Boa Vista,BR,small_airport,-11.975144,-52.120825
SJ69,,Fazenda Planalto Airstrip,Sidrolândia,BR,small_airport,-21.479722,-55.043333
SJ6A,,Aldeia Marithepú Airport,Oriximiná,BR,small_airport,1.091415,-56.189598
SJ6B,,Fazenda Oriental Airstrip,Tomé-Açu,BR,small_airport,-3.029722,-48.385
SJ6D,,Fazenda Valadares Airstrip,São Félix do Xingu,BR,small_airport,-6.254842,-51.525185
SJ6E,,Fazenda Boa Vista Airport,Aripuanã,BR,small_airport,-10.024705,-59.185286
SJ6F,,Fazenda Pão e Vinho Airport,Deodápolis,BR,small_airport,-21.959741,-54.197024
SJ6G,,Porto dos Gaúchos Airport,Porto dos Gaúchos,BR,small_airport,-11.752841,-56.809015
SJ6H,,Retiro Barranco Airstrip,Miranda,BR,small_airport,-19.970278,-56.743889
SJ6I,,Fazenda São Carlos Airport,Unaí,BR,small_airport,-16.546641,-47.319496
SJ6K,,Fazenda Laranjeira Airstrip,Pimenta Bueno,BR,small_airport,-12.220556,-60.443056
SJ6L,,Fazenda Santa Helena Airstrip,Nova Crixás,BR,small_airport,-14.100833,-50.827222
SJ6M,,Fazenda Lagoa Bonita Airstrip,Luciara,BR,small_airport,-11.150556,-50.951111
SJ6N,,Gana Gold Mineração Airport,Itaituba,BR,small_airport,-6.373263,-56.266211
SJ6P,,Fazenda Cruzeiro da Serra Airport,Nova Iguaçu de Goiás,BR,small_airport,-14.466931,-49.381538
SJ6Q,,Fazenda Acauã Airstrip,Turmalina,BR,small_airport,-17.165507,-42.83123
SJ6R,,Dalla Libera Airstrip,Nova Mutum,BR,small_airport,-13.753889,-55.791111
SJ6S,,Sítio Pouso da Águia Airport,Pium,BR,small_airport,-10.44606,-49.166573
SJ6V,,Fazenda Morada Nova Airport,Itajá,BR,small_airport,-18.871388,-51.590484
SJ6X,,Fazenda Santo Antônio do Itiquira Airport,Santo Antônio do Leverger,BR,small_airport,-17.096677,-54.980637
SJ6Y,,Aero Agroterra Airport,Rondon do Pará,BR,small_airport,-4.712778,-48.039167
SJ6Z,,Fazenda Piratini Airstrip,São Desidério,BR,small_airport,-12.677222,-45.770556
SJ73,,Castelo do Piauí Airport,Castelo do Piauí,BR,small_airport,-5.303921,-41.548193
SJ74,,AGT Agropecuária Airport,Araguaçu,BR,small_airport,-12.813464,-49.568577
SJ75,,Fazenda Santa Cecília Airport,Carmo do Paranaíba,BR,small_airport,-19.001551,-46.244389
SJ76,,Fazenda São Paulo Airport,Alto Araguaia,BR,small_airport,-17.763006,-53.732727
SJ77,,Fazenda Cabeceiras da Transcerrado Airport,Palmeira do Piauí,BR,small_airport,-8.447778,-44.534167
SJ78,,Fazenda Talismã Airport,Talismã,BR,small_airport,-12.784784,-49.006227
SJ79,,Fazenda São Fernando Airport,Corumbá,BR,small_airport,-19.985583,-57.294659
SJ7A,,Fazenda Espírito Santo Airstrip,Formosa do Rio Preto,BR,small_airport,-11.593734,-46.117797
SJ7D,,Naturafrig Airport,Rochedo,BR,small_airport,-19.96223,-54.84555
SJ7F,,Fazendinha Airport,Deodápolis,BR,small_airport,-22.329444,-54.170833
SJ7G,,Fazenda São Caetano,Miranda,BR,small_airport,-20.322279,-56.322877
SJ7I,,Fazenda Dacar Airport,Vera,BR,small_airport,-12.139661,-55.224217
SJ7J,,Fazenda Santo Inácio Airport,São Desidério,BR,small_airport,-12.624542,-46.156236
SJ7K,,Fazenda Santo Anjo Airstrip,Chapadinha,BR,small_airport,-3.589722,-43.463056
SJ7L,,Fazenda Palestra Airport,São Desidério,BR,small_airport,-12.650924,-45.621572
SJ7N,,Fazenda Progresso Airstrip,Ribas do Rio Pardo,BR,small_airport,-20.134167,-53.297222
SJ7O,,Fazenda Primavera Airport,Rio Verde de Mato Grosso,BR,small_airport,-18.576024,-54.944981
SJ7P,,Fazenda Realeza Airport,Novo Progresso,BR,small_airport,-7.623889,-55.226667
SJ7Q,,Fazenda Arataba Airport,Bodoquena,BR,small_airport,-20.650833,-56.66685
SJ7R,,Fazenda Baía Mineira Airport,Corumbá,BR,small_airport,-18.451111,-56.889444
SJ7S,,Fazenda Gravataí Airport,Itiquira,BR,small_airport,-17.182506,-54.858036
SJ7U,,Fazenda Jatobá Airport,Brasilândia,BR,small_airport,-21.263407,-52.51918
SJ7V,,Fazenda São José Airstrip,Vila Bela da Santíssima Trindade,BR,small_airport,-14.955556,-59.919722
SJ7X,,Fazenda Fronteira Airport,Porto Murtinho,BR,small_airport,-21.77074,-57.680401
SJ82,,Fazenda Boemia,Paraíso das Águas,BR,small_airport,-19.13046,-53.281916
SJ83,,Fazenda Leonardo Airport,Pedra Preta,BR,small_airport,-17.020713,-54.202288
SJ84,,Fazenda Codeara Airport,Santa Terezinha,BR,small_airport,-10.466081,-50.534172
SJ88,,Fazenda Bom Pastor Airstrip,Anastácio,BR,small_airport,-20.615833,-55.640556
SJ89,,Fazenda Baliza Airstrip,Paranatinga,BR,small_airport,-14.5675,-53.932222
SJ8A,,Grato Agropecuária - Fazenda Ipanema Airport,São Desidério,BR,small_airport,-13.27646,-45.945415
SJ8B,,São Joaquim Airport,Manaus,BR,small_airport,-2.803611,-60.048056
SJ8D,,Fazenda Novo Horizonte Airstrip,São Desidério,BR,small_airport,-12.688333,-44.749722
SJ8E,,Fazenda Casa Branca Airport,Frei Inocêncio,BR,small_airport,-18.498206,-41.867056
SJ8F,,Agropecuária Campo Novo Airport,Peritoró,BR,small_airport,-4.465765,-44.17335
SJ8G,,Fazenda Aracoara Airport,Sidrolândia,BR,small_airport,-20.712778,-54.781944
SJ8H,,Alzir Pimentel de Aguiar Airport,Baixa Grande do Ribeiro,BR,small_airport,-8.224167,-44.860833
